Rank Team                            W-L-T    Rating
662  Frostburg St                    1-9-0  -42.7324
663  Kentucky Wesleyan               0-11-0 -42.7993
664  Mayville St                     6-4-0  -43.0943
665  Presentation                    4-5-0  -43.1454
666  Hamline                         2-8-0  -43.3208
667  Edward Waters                   1-9-0  -43.3435
668  Alma                            1-9-0  -43.3682
669  Manchester                      3-7-0  -43.4471
670  Fitchburg St                    6-4-0  -43.6344
671  Lewis & Clark                   1-8-0  -43.7179
672  Graceland                       1-10-0 -43.8155
673  SW Assem of God                 6-4-0  -43.8627
674  Kenyon                          4-6-0  -43.9593
675  WPI                             3-7-0  -44.0549
676  Hanover                         5-5-0  -44.3163
677  Howard Payne                    4-6-0  -44.4356
678  Macalester                      4-6-0  -44.4572
679  Coast Guard                     3-7-0  -44.6779
680  La Verne                        3-6-0  -44.9718
681  Claremont-Mudd-Scripps          3-6-0  -45.0759
682  Knox                            1-9-0  -45.4531
683  Oklahoma Baptist                3-8-0   -45.977
684  UMass-Dartmouth                 3-6-0   -46.096
685  Husson                          5-5-0  -46.3894
686  Misericordia                    1-9-0  -46.5012
687  Bethany KS                      2-9-0  -46.5748
688  Lawrence                        1-9-0  -47.3648
689  Eureka                          8-2-0  -47.6436
690  Bluffton                        4-6-0  -47.7136
691  Mass Maritime                   5-5-0  -48.1905
692  SUNY-Maritime                   5-5-0  -48.4704
693  Waldorf                         1-10-0 -48.6428
694  Curry                           4-5-0   -48.821
695  Dakota St                       2-8-0   -48.965
696  Pomona-Pitzer                   2-7-0  -49.1437
697  Pace                            0-11-0 -49.4103
698  Warner U.                       1-10-0 -49.5759
699  Grinnell                        2-8-0  -49.6725
700  Hiram                           2-8-0   -50.394
701  St Vincent                      0-10-0 -50.6116
702  Berry                           0-9-0  -51.1204
703  Mount Ida                       5-5-0  -51.4534
704  Marietta                        1-9-0  -51.5359
705  Puget Sound                     1-8-0  -51.9614
706  Northwestern MN                 6-4-0  -52.1785
707  Worcester St                    3-7-0  -52.5478
708  Whittier                        1-8-0   -52.725
709  Bethel KS                       2-9-0   -53.637
710  Beloit                          1-9-0   -53.784
711  Wayland Baptist                 0-10-0 -54.2383
712  Bluefield                       0-11-0 -54.5073
713  Becker                          3-7-0  -54.6503
714  Loras                           1-9-0   -55.009
715  Concordia AL                    0-8-0  -55.3291
716  Concordia MI                    1-9-0  -56.0896
717  Crown                           4-6-0   -56.644
718  FDU-Florham                     1-9-0  -56.7384
719  Dordt                           2-9-0  -57.0144
720  Plymouth St                     2-8-0  -57.2511
721  Wilmington                      0-10-0  -57.588
722  Allegheny                       0-10-0 -59.4945
723  Apprentice                      0-9-0  -59.6334
724  Texas College                   1-9-0  -59.9465
725  Minnesota-Morris                3-7-0  -59.9952
726  Alfred St                       1-6-0  -60.8349
727  Westminster MO                  2-8-0  -61.7159
728  Concordia IL                    2-8-0  -62.0697
729  Rockford                        1-9-0  -62.0927
730  Southwestern TX                 0-10-0 -63.5595
731  Anna Maria                      2-8-0  -64.4641
732  Earlham                         2-8-0  -64.9448
733  Nichols                         1-8-0  -65.5821
734  Iowa Wesleyan                   2-8-0   -65.998
735  Castleton St                    1-9-0  -67.8018
736  Anderson                        0-10-0  -68.873
737  Haskell                         1-7-0  -69.3727
738  Maine Maritime                  1-8-0  -70.1175
739  Martin Luther                   4-6-0   -71.293
740  MacMurray                       0-10-0 -72.1433
741  Trinity Bible                   1-8-0  -73.9359
742  Maranatha Baptist               1-9-0  -82.5956
